Is Spam,"In your own words, what is PrEP?","In your own words, what is PEP?",How would you best describe U=U to someone else? (Even if you are uncertain)
1,,,
1,,,
1,,,
1,,,
1,,,
1,It involves taking a specific medication regularly (usually a daily pill). The medicine stays in you,,
1,,,It means taking effective antiretroviral therapy
1,,,
1,,,U=U means undetectable HIV cannot be sexually transmitted.
1,,,
1,,,
1,,,
1,Prep is a pill that helps to prevent the body against HIV virus,Pep is a pill that prevents the body against HIV,
1,,,"“U=U means when HIV is undetectable through treatment, it cannot be sexually transmitted.”"
1,,,
1,,,
1,,,
1,PrEP is a medication used to prevent HIV,It's mainly used to prevent HIV when exposed to the virus,
1,,,Undetectable HIV is the same as not being transmitted.
1,,,
1,,,
1,,,"It means if one is living with HIV and the viral load is low, it cannot be detected."
1,,,
1,,,
1,A way to stay hiv negative,PEP stands for post-exposure prophylaxis.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP helps people that are HIV negative avoid HIV exposure,PEP is a medication taken by people that have been exposed to HIV provided its within 72 hours,
1,,,Undetectable means the risk of passing HIV is zero through sex
1,,,
1,,,Virus
1,,,
1,,,When the virus is not detected it is untransmittable
1,,,
1,,,It means taking effective antiretroviral therapy
1,,,think it’s about being safe to have sex without passing anything if your lab results are good
1,,,U=U shows evidence that treatment protects HIV spread through sex.
1,,,
1,,,It means no detectable virus in my system and no passing it during sex.
1,,,
1,,,It means you can’t transmit HIV through sex if your viral load is low
1,,,U=U means that a person living with HIV who takes their medication and has an undetectable viral loa
1,,,
1,,,Undetectable: The amount of HIV in the blood is so low that standard tests can’t find it.
1,,,Is more like a campaign about HIV
1,,,"It means with the right treatment, HIV can be prevented from transmission through sex."
1,,,
1,,,
1,,,
1,,,
1,,,
0,,,
1,,,
1,Prep is a pill that helps to prevent the body against HIV virus,Pep is a pill that prevents HIV,
1,,,
1,,,When the Virus cannot not be transmitted to another person
1,,,"“U=U means that when someone with HIV has an undetectable viral load through treatment, they cannot"
1,PEP is a medication treatment taken after a possible exposure to HIV to help prevent infection.,,
1,,,
1,,,It helps remove fear and stigma around people living with HIV.
1,,,
1,,,Undetectable = Untransmittable
1,,,
1,,,
1,,,Undetectable = the amount of HIV in the body is so low it can’t be measured with routine tests •Un
1,,,
1,,,"U=U means if a person with HIV takes treatment and becomes undetectable, they cannot pass the virus"
1,PrEP is a way to protect yourself from HIV before any potential exposure happens.,PEP is emergency medicine that must be started as soon as possible after potential HIV exposure.,
1,,,
1,,,"If you keep your viral level low enough, you keep sexual partners safe if they're exposed to you"
1,,,
1,,,
1,,,
1,,,
1,,,It helps people understand that treatment protects both health and partners.
1,,,
1,,,
1,,,It means “undetectable” equals “not sexually infectious.”
1,Preventive medicine that significantly lowers your risk of getting infected,Preventive medicine that significantly lowers your risk of getting infected,
1,,,
1,,,It means if HIV is under control it cannot be spread through sex.
1,,,when someone living with HIV stays on treatment and their viral load becomes undetectable.
1,,,Treatment as prevention
1,,,Virus Parasite
1,,,
1,PrEP is a medicine that people who don’t have HIV can take to help prevent getting HIV.,PEP is a medicine you take after possible exposure to HIV to help prevent infections,
1,,,
1,,,
1,It is used to avoid getting HIV.,It is used to avoid getting HIV after being exposed to someone with HIV.,
1,,,
1,,,when the person is consistently on treatment and stays undetectable.
1,,,
1,,,It’s proof that HIV medication can reduce the virus to levels too low to transmit.
1,,,It is about turning treatment into prevention without fear of sexual transmission.
1,,,
1,,,
1,,,
1,,,It shows that undetectable HIV means it cannot be transmitted through sex.
1,,,
1,,,If a person living with HIV takes their medication correctly and keeps the virus at an undetectable
1,,,
1,,,
1,,,It's an HIV detector
1,,,Treatment = prevent
1,,,It means that people with undetectable HIV levels cannot pass HIV on through sex
1,,,
1,,,
1,,,
1,PEP is a medication treatment taken after a possible exposure to HIV to help prevent infection.,,
1,,,
1,,,when the person is constantly on treatment and stays undetectable.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"When HIV is fully controlled by medication, it can’t be transmitted through sex."
1,,,"U=U means if someone with HIV is on treatment and their viral load is undetectable, they cannot pass"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It tells people that taking HIV treatment consistently can stop transmission.
1,,,
1,,,
1,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,
1,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,,
1,,,
1,,,Virus warning
1,PrEP is an FDA-approved medication that reduces the risk of HIV transmission in Hiv-negative people,PEP is an HIV prevention backup plan taken after a specific high-risk event has already taken place.,
1,,,
1,,,"If HIV is undetectable, it can’t be passed on."
1,,,
1,,,
1,,,
1,,,Undetectable and untransmittable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U means a person with HIV who is on effective treatment and has an undetectable viral load cannot
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"It reassures couples that a partner with HIV can have safe, healthy relationships."
1,,,
1,PrEP is a daily or on-demand medication for people who are HIV-negative that helps stop HIV from ent,PEP (post-exposure prophylaxis) is a short course of medicine taken after a possible HIV exposure to,
1,PrEP is an HIV prevention medicine people take every day before exposure occurs.,PEP is the procedure taken after an exposure to HIV has happened with 72 hours,
1,,,
1,,,it means staying on treatment can make HIV impossible to pass on sexually.
1,,,
1,,,Ways in which makes Hiv less contactable
1,,,
1,,,
1,,,Interaction between two people living with HIV
1,,,
1,,,Maybe it could be interaction between two or more HIV patients
1,,,it means with effective treatment the virus is undetectable and can't be spread sexually.
1,,,"It’s about being viral-suppressed. When your doctor tells you you’re undetectable, it’s like a green"
1,,,when the person is consistently on treatment and stays undetectable.”
1,,,It means i can’t transmit HIV through sex if my viral load is low
1,,,
1,,,U=U is a public health message meaning “no detectable virus = no risk of sexual transmission.
1,,,
1,,,Confidential
1,,,Undetectable HIV is untransmittable.
1,,,U=U means “Undetectable = Untransmittable.” It means that a person living with HIV who takes treatme
1,PrEP (pre-exposure prophylaxis) is a way to help prevent HIV before someone is exposed to it. It usu,PrEP (pre-exposure prophylaxis) is a way to help prevent HIV before someone is exposed to it. It usu,
1,,,It means undetectable HIV levels equal no sexual transmission.
1,,,
1,,,"My pills keep the HIV so low that tests can't even find it, and that means it can't be passed on sex"
1,,,
1,,,
1,,,
1,,,It refers to people living with HIV who take their treatment consistently and have an undetectable v
1,,,It refers to people living with HIV who take their treatment consistently and have an undetectable v
1,,PrEP is a medicine that people who do not have HIV can take regularly (usually daily),
1,,,
1,,,
1,I believe it is 99 percent preventing the body from HIV virus,Pep is a pill in which prevents the body from HIV virus,
1,PrEP is a medicine HIV-negative people take so they don’t have to live in fear of getting HIV from a,PEP is an emergency course of HIV medication you take within 72 hours after you think you might have,
1,,,Undetectable=untransmittable it's describe as a way of passing HIV
1,,,
1,,,Undetectable” doesn’t mean cured—it just means the virus is controlled.
1,,,
1,,,It is what helps not to easily comes in contact through sex
1,,,"U=U means if a person with HIV takes treatment and becomes undetectable, they cannot pass the virus"
1,,,Not sure
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,means that someone living with HIV who has an undetectable viral load cannot pass HIV to their sex
1,,,Undetectable = Untransmittable
1,,,"When someone with HIV is on treatment and their viral load is undetectable, they stay healthy"
1,,,
1,,,
1,,,If your virus is undetectable then you can't transfer it to your partner
1,,,when a person takes their HIV medicine every day and the virus is undetectable in their blood
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable is when a person is on effective ART and U is when the patient viral load is low
1,,,
1,PrEP is a way to prevent HIV infection by taking medication before being exposed to the virus,Is an emergency treatment to prevent HIV infection after exposure,
1,,,It means HIV can be controlled to the point it doesn’t spread through sex.
1,,,
1,,,
1,,,if someone living with HIV is on treatment and their viral load becomes undetectable
1,,,
1,,,is the use of a combination of medications that work against HIV to suppress its ab
1,PEP is a medication treatment taken after a possible exposure to HIV to help prevent infection.,,
1,,,
1,,,
1,,,HIV health services
1,,,
1,,,
1,,,
1,PrEP is a medicine that helps prevent HIV before exposure.,PEP is medicine taken after possible HIV exposure to prevent infection.,
1,,,
1,,,
1,,,Not sure
1,,,Means low hiv virus = no spreading of it
1,,,Once you are undetectable you cannot transmit
1,,,
1,,,
1,,,
1,it’s a way for people who do not have HIV to protect themselves from getting it,urgent treatment taken after possible HIV exposure to prevent infection.,
1,,,
1,,,U=U is when HIV is undetectable and there by it is not transmittable
1,,,
1,,,Taking HIV medication consistently can make the virus undetectable and prevent transmission
1,,,"It is a disease that if undetectable, it can't be transmitted."
1,,,I'm going to describe it as something that is not detectable cannot be transmitted.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,So ways in which prevention against Hiv infected can by protect
1,,,"It means if someone is on meds and the virus is so low it's undetectable, they can't pass it to part"
1,,,
1,It is a medical treatment taken after possible exposure to HIV.,It is a medical treatment taken after possible exposure to HIV.,
1,,,Undetectable HIV cannot be sexually transmitted.
1,,,
1,,,when the someone is consistently on treatment and stays undetectable.
1,PrEP is medication you take before any sexual contact to protect yourself from HIV,PEP is an urgent treatment you take after unprotected sex with someone who may have HIV.,
1,,,
1,,,
1,,,It's describe as a person who is living with HIV patient
1,,,
1,,,
1,,,
1,,,
1,PrEP is a medicine that people who don’t have HIV can take to prevent getting HIV.,PEP is a medication you take after a possible exposure to HIV to help prevent infection.,
1,Prep is a pill that helps prevent HIV Virus,It help to prevent HIV virus,
1,,,
1,,,It's a proof that managing HIV well can prevent transmission.
1,,,
1,,,
1,,,when a person with HIV takes their medication consistently and their viral load become
1,,,Undetectable = Untransmittable (HIV can’t be passed on if viral load is undetectable).
1,PrEP protects HIV-negative people from infection.,PEP helps stop HIV from developing after a possible risk event.,
1,,,science backed message that people with controlled HIV don’t transmit it sexually.
1,,,
0,,,As HIV symptoms
1,,,
1,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,
1,,,
1,,,
1,A medication people take to prevent getting HIV,Emergency medication taken after possible HIV exposure,
1,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,it’s a preventive treatment for HIV. It involves a person who does not have HIV taking specific medi,
1,,,
1,,,
1,,,"It's science's way of saying that treatment is also prevention. If you're undetectable, you're safe."
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,
1,,,
1,,,It's when I take my meds by keeping the virus undetectable and I won't infect my partner.
1,,,
1,,,
1,It involves taking a specific medication regularly (usually a daily pill). The medicine stays in you,,
1,,,When the illness isn’t transmitted even though it’s a transmit able dissection
1,,,
1,,,
1,,,
1,,,A scientific prove that living
1,,,
1,,,
1,,,When HIV is combat with medications  consistently and the virus is not detectable to transmit
1,It is a pill taken to reduce the risk of getting HIV.,It is an emergency treatment to reduce the risk of HIV after exposure.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,dont really know
1,,,A level of not being transmitted
1,,,
1,,,
1,,,It's like an undetected HIV infection
1,,,
1,,,
1,,,
1,,,
1,Hiv drug,,
1,,,"When someone takes medication to makes the virus not detectable in the body, the virus cannot be sex"
1,,,
1,,,
1,,,
1,Drugs taken to encounter infection incase of exposure,Medicine taken inorder to fight infection withing a short period say 12 to 24 hours,
1,,,
1,,,
1,,,
1,Prep is pill use preventing hiv,,
1,PrEP is a pill use for preventing HIV,,
1,It is a medication to prevent hiv,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,HIV not transmilable
1,,,"When HIV is undetectable, it can’t be transmitted."
1,,,
1,is a medication taken by HIV-negative people to prevent them from getting HIV.,an emergency medication taken by someone who may have just been exposed to HIV.,
1,,,
1,,,
1,,,Drugs that make the virus undetectable
1,,,
1,,,
1,,,
1,,,
1,,,Not sure
1,,,
1,,,
1,,,
1,"Yeah, it is a pill that can help prevent the body against HIV virus","Yeah, I think it's actually a pill that helps fight the body against HIV virus",
1,,,
1,,,
1,,,U=U is reassurance that effective treatment protects my partner and love one.
1,,,
1,,,Undetectable = Untransmittable
1,,,
1,,,
1,,,
1,,,
1,It's like a morning after pill  for HIV that you have to start within 72 hours.,It's like a morning after pill for HIV that you have to start within 72 hours.,
1,,,
1,,,One on one conversation
1,,,Think of it like this: no virus in the blood means no virus to pass on.
1,,,
1,,,
1,,,It’s a concept from HIV science. It means that if someone living with HIV is taking their medication
1,,,
1,,,
1,,,Not sure
1,,,Help protect against hiv sex contaminated
1,,,If HIV is treated and not detected it can not be transmit to another person
1,,,
1,,,
1,,,U=U shows that medication keeps the virus under control and not transmissible.
1,,,
1,,,
1,,,
1,,,"PrEP is a daily pill or shot that HIV-negative people use to stay negative, so fear of HIV doesn’t"
1,,,means the meds are doing their job so well that the virus is undetectable and therefore you are untr
1,,,
1,,,When HIV can't be transmitted to another person.
1,,,
1,,,
1,,,
1,,,
1,it’s a way for people who do not have HIV to protect themselves from getting it,urgent treatment taken after possible HIV exposure to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,Medicine to stay HIV negative,Medicine to stay HIV negative,
1,,,It means staying on HIV meds consistently brings the virus so low it can't be detected or spread.
1,,,
1,,,
1,,,
1,,,It means I can’t sexually transmit HIV if my viral load is low
1,,,It means treatment stops HIV from spreading.
1,,,It means treatment stops HIV from spreading.
1,,,
1,,,It means treatment stops HIV from spreading.
1,,,"It means that when HIV is properly managed and undetectable, the risk of sexual transmission is effe"
1,,,
1,,,"Zero viral load, zero risk."
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means HIV cannot be transmitted when it is undetectable through treatment.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It refers to people living with HIV who are on effective antiretroviral treatment
1,PrEP is a medicine taken by people who do not have HIV to help prevent getting HIV before exposure.,PEP is a medicine taken after possible exposure to HIV to help prevent infection,
1,,,
1,,,
1,,,Not sure
1,,,
1,,,
1,,,"U=U gives confidence in my treatment, because it reduces the virus viral content."
1,PrEP is a medicine that people who don’t have HIV can take to help prevent getting HIV.,PEP is a medicine you take after possible exposure to HIV to help prevent infection.,
1,,,Bacteria
1,,,
1,,,It helps people understand that treatment protects both health and partners.
1,,,U=U shows that consistent HIV treatment can reduce the virus to a level where it cannot be passed on
1,,,I’m not sure of what it is but sounds familiar to avoiding HIV infection
1,Prep is a pill that helps to prevent the body against HIV virus,Pep is a pill that prevents HIV,
1,,,
1,,,U=U means treatment which prevent HIV spread through sex.
1,,,
1,,,It shows that consistent treatment eliminates sexual transmission risk.
1,,,U=U means a person with HIV who is undetectable cannot pass it to their partner through sex.
1,,,
1,,,
1,,,It means you cannot transfer HIV as a carrier to another person
1,,,
1,it’s a way for people who do not have HIV to protect themselves from getting it,urgent treatment taken after possible HIV exposure to prevent infection,
1,Medicine taken to counter exposure to infection incase of one getting affected or exposed,"Medicine taken to counter with a possible infection in the body withing a short time after exposure,",
1,,,It means someone living with hiv who takes treatment to avoid transmission
1,,,
1,,,Undetectable = Untransmittable
1,,,Like when the Virus is not active to be transmitted after some medication
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"""U=U means that if HIV is maintained at an undetectable level through consistent treatment, it canno"
1,,,
1,,,
1,,,
1,PrEP is a medicine that people who do not have HIV can take regularly (usually daily),,
1,,,
1,it’s a way for people who don’t have HIV to protect themselves from getting it.,It’s an emergency HIV prevention treatment you take after a possible exposure to HIV.,
1,,,
1,,,
1,,,U=U means if you have HIV you won't be able to transmit it to your sexual partner
1,,,Not sure
1,,,
1,,,
1,,,
1,It is medicine taken to guard against HIV infection.,PEP is used after exposure to help avoid infection.,
1,,,It is described as measures for protecting yourself from HIV
1,,,With U= U the risk of transmission of hiv sexually is reduced
1,,,
1,,,Undetectable = Untransmittable
1,,,Undetectable = Untransmittable
1,,,Undetectable = Untransmittable
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP helps reduce the chances of having HIV provided you don't have already,PEP is a one-time emergency HIV prevention course after exposure to it.,
1,,,"My doctor told me that since I'm undetectable, I can't transmit HIV — that's what U=U means."
1,,,when the person is consistently on treatment and stays undetectable
1,,,It means an undetectable viral load
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It’s a scientific message based on strong medical evidence.
1,,,
1,,,
1,,,
1,,,
1,,,"When undetectable, HIV cannot be passed through sex"
1,,,Maybe it can be called what will go unnoticed and can't be transferred to others
1,PrEP is a medicine that helps prevent HIV before exposure.,PrEP is a medicine that helps prevent HIV before exposure.,
1,,,It means treatment can make HIV transmission impossible.
1,,,"When someone with HIV is on treatment and their viral load is undetectable, they stay healthy"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U U shows that staying on HIV medication not only keeps you healthy but also protects others.
1,,,
1,,,
1,,,
1,,,
1,Prep is a pill that prevents HIV,It help to prevent HIV virus,
1,,,
1,,,Not sure
1,,,It means that treatment works so well that HIV can become undetectable and can passed through sex.
1,,,It means I can’t transmit HIV sexually if my viral load is low
1,,,
1,A medication used to prevent HIV.,It is given after exposure to those with HIV,
1,,,
1,,,
1,,,
1,,,
1,,,It means that effective HIV treatment not only keeps a person healthy
1,,,Suppressed HIV cannot be shared.
1,,,
1,,PEP is a medication treatment taken after a possible exposure to HIV to help prevent infection.,
1,,,
1,,,
1,,,
1,,,If a person living with HIV takes treatment and their viral load becomes undetectable.
1,,,Could say some ways of prevention
1,,,
1,,,
1,,,Never heard of U=U
1,,,
1,,,U=U means that a person living with HIV who has an undetectable viral load cannot pass HIV to others
1,,,"If HIV is controlled so well that it’s undetectable, it can’t be transmitted through sex."
1,,,
1,,,
1,,,
1,,,It explains that proper HIV treatment makes transmission through sex effectively zero.
1,,,Help keep human save off easy transmission of hiv virus through sex
1,,,U=U means: If your HIV is undetectable because you’re on treatment
1,,,It's Undetectable=untransmittable
1,PrEP is taken to help people without HIV reduced exposure to it,PEP is taken during to exposure to HIV to protect against it.,
1,,,"It means if HIV is under control, it can't be spread through sex."
1,,,U=U changed everything — people with HIV can have relationships without fear of passing it on.
1,,,
1,"it is a medicine taken by people who do not have HIV but are at higher risk of getting it, to help p",,
1,,,A person living with HIV who takes their medication consistently can reduce the virus in their body
1,,,Undetectable: The amount of HIV in the blood is so low that standard tests can’t find it.
1,,,It’s an HIV measurable equation that has to be understood between two partners
1,,,
1,,,
1,,,U=U shows undetectable HIV equals untransmittable HIV.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Not sure
1,,,
1,,,
1,,,Prevention against hiv virus in a minor way
1,,,
1,,,It means an undetectable viral load stops sexual transmission.
1,,,
1,,,Undetectable HIV is untransmittable.
1,,,Undetectable status stops HIV spread.
1,,,
1,,,
1,,,
1,,,
1,,,I think undetectable viral load level
1,The goal is to prevent the virus from taking hold in the body.,The goal is to prevent the virus from taking hold in the body.,
1,,,Undetectable = no sexual transmission of HIV
1,,,
1,,,It means I can’t transmit HIV through sex if my viral load level is low
1,Preventive medicine that significantly lowers your risk of getting infected.,Preventive medicine that significantly lowers your risk of getting infected.,
1,,,
1,,,High CD4 count
1,,,
1,,,
1,,,
1,,,
1,,,"you take your pills every day and keep your viral load down, you don't have to worry about infecting"
1,,,"If a person with HIV is on treatment and their viral load is undetectable, they do not transmit HIV"
1,,,
1,,,
1,,,
1,Prep is a pill for preventing HIV,I see it as 99 percent effective for the prevention HIV if you take the dose well,
1,,,
1,Prep is a pill that prevents HIV,I see it as 99 percent effective for preventing HIV,
1,,,Someone with HIV who takes treatment and has an undetectable viral load cannot pass the virus
1,,,Blood Bacteria
1,,,
1,,,Contact less
1,,,I think it’s the stage where hiv can’t be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,
0,,,"When a person takes their medication as prescribed and the virus reaches ""undetectable"" levels."
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It shows how powerful HIV medication really is.
1,,,
1,,,Injection drug
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"When your viral load is undetectable, you protect your partner too."
1,Prep is a pill that prevents HIV,Taking pep is 99 percent efficient if taking properly,
1,,,
1,,,
1,,,It can't be transmitted
1,Prep is a pill that helps to prevent HIV,I see it as very effective when it comes to preventing HIV if the dose is taken in properly,
1,,,
1,,,
1,,,
1,,,It means that when a person living with HIV takes their medication correctly and consistently
1,,,
1,,,
1,,,
1,,,
1,,,
1,People who are HIV-negative can use PrEP to stay safe.,PEP is a combination of HIV medications taken for 28 days.,
1,Protection that is already in your system before any risk occurs.,Taken only after a potential exposure to HIV has occurred.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,HIV cant be transmitted if I take medication and I had sex
1,,,It means I can't transmit HIV through sex if my viral load level is low
1,This are drugs one takes to prevent him or her incase exposed to HIV,"Drugs taken once one has been exposed to HIV, usually within 24 hours",
1,,,
1,,,
1,,,
1,,,Undetectable= Undetectable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means I can't transmit HIV if my viral load level is low.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I am not sure if it will be a drug or injection
1,,,
1,,,If someone with hiv is undetectable they can have sex with someone who isn’t and not pass it t
1,,,"If you are positive, on your meds, and your viral load is suppressed you can’t pass it on to someone"
0,,,
0,,,
1,,,
1,,,
1,,,
1,,,It means undetectable is equal to untransmittable
1,,,
1,,,
0,Helps prevent HIV and can make you undetected,,
1,,,
1,,,
1,,,
1,,,
,HIV prevention,HIV prevention,
1,,,Undetectable is equal to untransmittable.which means the way of preventing and treating the transmif
0,,,Raw!!
1,Stop hiv,Stop sti,
1,,,Okay I will explain it as an untraceable treatment
1,,,
1,A PrEP is taken to protect your self from having HIV before having sexaul intercourse.,PEP are taken after unprotected sexual intercourse to save you from having HIV,
0,,,Being undetectable means you take pass hiv
1,,,
1,,,"If your viral load is undetectable, you can't transfer it you your partner while having sex"
1,PrEP (Pre-Exposure Prophylaxis) is a way to prevent HIV before you’re exposed to it. Think of it as,,
1,,,Means undetectable is equal to untransmittable.
1,,,U=U means that a person living with HIV who takes their medication daily as prescribed and achieves
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable = untransmitable
1,,,It's means undetectable is equal to untransmittable it's means how to prevent the virus
1,,,
1,,,
1,,,Undetectable is equal to untransmittable
1,,,
1,,,
1,,,"When talking about U=U with someone unfamiliar, I highlight that it is backed by years of clinical r"
1,,,
1,,,
1,,,
1,,,
1,,,It's undetectable= untransmittable
1,,,
1,,,
1,,,
1,,,It means the person affected is taking their medication consistently and cannot pass the virus
1,,,
1,,,Literally it means undetectable is equal to untransmittable. It is a way to prevent the spread of th
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It's a sign that's means undetectable is equal to untransmittable
1,,,
1,,,
1,,,It's helpful
1,,,If you’re treating yourself and using protection you shouldn’t be prone to passing or receiving
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means I can't transmit HIV through Sex  if my viral load level is low.
1,,,
1,,,
1,,,
1,,,It states that people living with HIV who maintain an undetectable viral load cannot transmit HIV to
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,"If you worry about HIV from unprotected sex or sharing needles, PrEP is a special shield your doctor",PEP is not something you do after just one or two doses. Your doctor will prescribe a full 28-day co,
1,,,It means I can't transmit HIV through sex if my viral load level is low.
1,,,
1,,,
1,,,
1,,,"If you are undetectable, U=U means you can live a normal life without spreading HIV."
1,,,"When I explain U=U, I start with the basics: HIV needs to be at a certain level to spread. My meds d"
1,,,"U=U is about science and trust, showing that undetectable HIV equals no transmission."
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,They are taken to protect you from having HIV. They are taken before exposure to HIV,"They are drugs use for emergency cases, after exposure to HIV.",
1,,,
1,,,
1,,,Means that when someone takes their HIV medication and the virus becomes undetectable in their blood
1,,,
1,,,
1,,,
1,,,"To me, U=U means freedom from fear of passing HIV. I might not remember all the details from the stu"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,"While there is no HIV vaccine, PrEP is currently the closest thing to a vaccine in terms of effectiv","Important protection after sexual assault: If you are sexually assaulted in Dallas, doctors at the e",
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,It is a preventative measure in response to HIV,,
1,Hiv prevention,,
1,,,"U=U means if my viral load is undetectable from taking my meds every day, I can't pass"
1,,,If it's not detected it can't be transmitted
1,,,It means Hi is present in the body but standard test can't detect it
1,,,Reducing the level of HIV in the blood and make it untransmittable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,when the person is consistently on treatment and stays undetectable.
1,,,when the person is consistently on treatment and stays undetectable.
1,,,
1,,,
1,,,It means my HIV is under control. Undetectable in my blood means untransmittable to others
1,,,
1,,,Mean taking a paticiular drug to reduce the level of HIV in the blood and make it untransmittable
1,,,
1,,,
1,,,
0,PrEP is a medicine taken by people without HIV to prevent getting it.,,
1,,,
1,,,
1,PrEP is a preventive treatment I can use to help stop HIV before it takes hold. I think of it as a d,"PEP is “post-exposure prophylaxis,” and I think of it as a safety measure that I can take after a hi",
1,,,"U=U is the idea that when HIV treatment reduces the virus level to undetectable readings, transmissi"
1,,,"When explaining U=U to someone with little HIV knowledge, I clarify it is an official global health"
1,,,
1,,,
1,,,Undetectable
1,,,
1,,,
1,,,
1,,,"U=U proves that if your viral load is undetectable, you cannot transmit HIV to others."
1,,,
1,,,I would define U=U as a compassionate and scientifically accurate principle that reshapes how societ
1,,,I’d say: U=U is the scientific conclusion that people with HIV who are on effective treatment and un
1,,,
1,,,
1,,,
1,,,
,Preventative medication for those at high risk for HIV,,
1,,,
1,,,An undetectable viral load means HIV levels in the blood are too low to measure with standard tests
1,,,U=U does not mean the person is cured of HIV—they still have the virus but are keeping it suppressed
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable= Undetectable
1,,,An untransmittable method of curing a disease
1,,,Undetectable means a means that is not certain
1,,,
1,,,"U=U means HIV treatment works so well that when the virus gets to “undetectable” levels, that person"
1,,,
1,,,An untransmittable method of curing a disease
1,,,
1,,,"means if you have HIV, take your3 meds, and your viral load is undetectable, you can’t pass HIV to a"
1,,,U=U stands for Undetectable = Untransmittable. It means effective ART can lower HIV to undetectable
1,,,An untransmittable method of curing a disease
1,,,
1,,,"In short,U=U means that a person living with HIV who is on effective Antiretroviral Therapy (ART) an"
1,A medication taken to prevent HIV,,
1,,,It means HIV can't be transmitted through sex if my viral load level is low.
1,,,U=U stands for Undetectable = Untransmittable. It means effective ART can lower HIV to undetectable
1,,,
1,,,
1,,,
1,,,U=U shows me that adherence to treatment keeps me and others safe.
1,,,explains that effective HIV treatment prevents sexual transmission of HIV.
1,,,
1,,,
1,,,
1,,,
1,,,U=U means people with undetectable HIV levels cannot sexually transmit HIV to their partners anymore
1,,,
1,,,
1,,,It's means that the HIV is cannot be transferred to another person
1,,,"If the virus can’t be found in your blood, it can’t be passed on"
1,,,
1,,,
1,,,"means when HIV is undetectable, it is also untransmittable."
1,,,
1,,,
1,,,
1,,,
1,,,Having HIV but not transmittable
1,,,It means reducing the HIV in your system so that it is no longer transmittable
1,,,
1,,,
1,,,It’s means that I can’t transmit the virus when I get to undetectable level
1,,,means treatment controls HIV so well that it cannot be passed through sex.
1,,,when the person is consistently on treatment and stays undetectable.
